0.001 2.15842e-10
0.002 4.3168e-10
0.003 6.47511e-10
0.004 8.63331e-10
0.005 1.07914e-09
0.006 1.29492e-09
0.007 1.51069e-09
0.008 1.72643e-09
0.009 1.94214e-09
0.01 2.15781e-09
0.02 4.31193e-09
0.03 6.4587e-09
0.04 8.59445e-09
0.05 1.07156e-08
0.06 1.28186e-08
0.07 1.48999e-08
0.08 1.69563e-08
0.09 1.89843e-08
0.1 2.09808e-08
0.2 3.8607e-08
0.3 5.06731e-08
0.4 5.66047e-08
0.5 5.71724e-08
0.6 5.38355e-08
0.7 4.81434e-08
0.8 4.13888e-08
0.9 3.44926e-08
1 2.80275e-08
2 1.44461e-09
3 2.10847e-11
4 8.8875e-14
5 1.05183e-16
6 3.47974e-20
7 3.26203e-24
8 8.89269e-29
9 7.3003e-34
10 1.88194e-39
20 0
30 0
40 0
50 0
60 0
70 0
80 0
90 0
