0.001 1.80821e-09
0.00175 3.16337e-09
0.0025 4.51689e-09
0.00325 5.86809e-09
0.004 7.21628e-09
0.00475 8.56077e-09
0.0055 9.9009e-09
0.00625 1.1236e-08
0.007 1.25654e-08
0.00775 1.38885e-08
0.0085 1.52046e-08
0.00925 1.65132e-08
0.01 1.78137e-08
0.0175 3.02533e-08
0.025 4.13786e-08
0.0325 5.09582e-08
0.04 5.89709e-08
0.0475 6.55438e-08
0.055 7.08824e-08
0.0625 7.52132e-08
0.07 7.8748e-08
0.0775 8.16667e-08
0.085 8.41134e-08
0.0925 8.61989e-08
0.1 8.80061e-08
0.175 9.84906e-08
0.25 1.01565e-07
0.325 9.94469e-08
0.4 9.37678e-08
0.475 8.60885e-08
0.55 7.76239e-08
0.625 6.91834e-08
0.7 6.12371e-08
0.775 5.40137e-08
0.85 4.75892e-08
0.925 4.19512e-08
1 3.70424e-08
1.75 1.25956e-08
2.5 5.65623e-09
3.25 3.0469e-09
4 1.84727e-09
4.75 1.21499e-09
5.5 8.47767e-10
6.25 6.18576e-10
7 4.67389e-10
7.75 3.6319e-10
8.5 2.88776e-10
9.25 2.34048e-10
10 1.92793e-10
17.5 4.77764e-11
25 1.96055e-11
32.5 1.01784e-11
40 6.05784e-12
47.5 3.94255e-12
55 2.73295e-12
62.5 1.98543e-12
70 1.49562e-12
77.5 1.15963e-12
85 9.20522e-13
92.5 7.4513e-13
